separator	manama bh	abu dhabi ae	dubai ae	fujairah ae	ras al khaimah ae	umm al quwain ae	hawalli kw	jahra kw	nizwa om	sohar om	sur om	salalah om	khasab om	muscat om	doha qa	al rayyan qa	al madinah sa	abha sa	hail sa	jizan sa	najran sa	riyadh sa	tabuk sa	djibouti dj	mogadishu so	aden ye	al hudaydah ye	dhamar ye	ibb ye	sanaa ye	ramadi iq	baghdad iq	basra iq	duhok iq	erbil iq	karbala iq	amarah iq	samawah iq	najaf iq	mosul iq	sulaymaniyah iq	kut iq	amman jo	aqaba jo	salt jo	zarqa jo	halba lb	beirut lb	tripoli lb	sidon lb	gaza ps	aleppo sy	damascus sy	homs sy	latakia sy	algiers dz	annaba dz	bechar dz	bordj bou arreridj dz	bouira dz	jijel dz	khenchela dz	oran dz	ouargla dz	benghazi ly	tobruk ly	bayda ly	misrata ly	tripoli ly	fes ma	marrakesh ma	oujda ma	rabat ma	agadir ma	nouakchott mr	ariana tn	kairouan tn	mahdia tn	sfax tn	sousse tn	tunis tn	alexandria eg	aswan eg	asyut eg	damanhur eg	beni suef eg	cairo eg	mansoura eg	faiyum eg	tanta eg	giza eg	ismailia eg	kafr el sheikh eg	luxor eg	minya eg	shibin el kom eg	el arish eg	port said eg	qena eg	hurghada eg	zagazig eg	girga eg	el tor eg	suez eg	khartoum sd	mosul iq	basra iq	buraidah sa	dammam sa	jeddah sa	makkah sa	kuwait city kw	meknes ma	tangier ma	jerusalem	as suwayda sy
minya eg	1958.7943955020617	2375.3908519385436	2437.7899712853064	2549.007670375451	2492.771068791248	2468.2834515411505	1683.0479908707748	1627.6716450318136	2731.773849211668	2610.137653102906	2939.381450726252	2679.8306357387673	2515.9861276260067	2793.5785809387394	2073.4273827460656	2064.1555275140176	1056.553731048224	1620.8629148289435	1052.52614479934	1703.2707867870922	1884.7785506121804	1624.0401552584456	659.425135253251	2190.772346238635	3278.120346757012	2250.3351632824833	1937.016057150789	2031.8702025091186	2073.3937374231728	1975.978361611132	1317.400324639096	1405.9052409673116	1658.5226068940908	1502.9201208943953	1516.7045597075507	1350.7852573246043	1615.4616676469007	1430.38162624972	1358.5498283867025	1457.7192367395717	1595.199360631431	1509.248233444195	636.4199784432202	425.24160442528256	628.4903900165108	656.551873521833	856.6246931191818	765.9300628719701	833.9500653827678	730.5807321111938	489.10136468190836	1063.2160472487865	781.8882212523949	908.966464227318	931.6239411735648	2772.3256418505944	2370.4534948442883	3190.642167748542	2616.2397261323513	2685.6359709859576	2519.1430094704247	2390.1395179028536	3082.3055389953347	2354.511763957792	1129.2059818737314	794.8278362478046	1012.705112754278	1588.6419822722992	1776.405802708629	3469.5701190835794	3755.9198163080696	3188.042672891926	3637.6394555403576	3920.534898561792	4900.565406852895	2173.438450205993	2128.938179095624	2074.596189355056	2079.6570672970292	2087.66291894475	2148.2310689080123	345.3825552198467	497.8579858080108	117.19240288687548	316.03815499947467	69.57966505184622	205.46187289218358	316.49071006635336	128.265835153361	285.08258964486834	198.83273605197948	267.67115539251967	351.3234574720107	327.166567590468	0.0	259.76129147210384	427.4754532315465	364.0179084529564	289.25240233462307	307.9854079868534	269.19150360351455	229.04441479345473	268.10528950824227	251.29904189602598	1407.3251394729552	1457.7192367395717	1658.5226068940908	1309.0671035575533	1907.5132870513862	1110.5900352780586	1173.196588724697	1669.2029750245827	3516.469222269277	3547.5269562839753	574.2350651647348	737.0518923608981
shibin el kom eg	1974.4685836771143	2400.6244034400893	2453.107882965207	2560.264800811901	2498.2525571518963	2476.38901693781	1655.5934269045993	1597.7577208275063	2762.285997686351	2628.648154595994	2966.5895362215774	2780.9067659515636	2515.605306323978	2814.668174402809	2098.694948893566	2089.621506066283	1222.5190640772653	1793.931366211922	1096.2524394945538	1881.9503132814393	2032.7367645468555	1681.3554813734836	688.313052599442	2398.799952933738	3499.7255647123284	2438.944823711477	2129.8671601423544	2215.0943204295513	2261.06241868455	2155.8615595830015	1203.450967433252	1299.4218300222403	1610.8190204759	1328.8245271514015	1360.0171099655681	1256.3712237316	1543.4179772888433	1365.6977208313315	1277.6953281387039	1293.0330821095556	1455.770816826083	1422.7462516629823	492.9841321399612	402.0497154374579	478.26686997862095	511.65003957459095	649.7465106565872	560.878312768356	624.9203606093855	530.3402515182444	334.77312802945477	848.0426565578824	598.3869971824804	707.9014466468791	708.0686287011977	2671.8306046337534	2260.368083940422	3144.121125201951	2520.5416215431096	2589.533907945315	2414.5918130241603	2304.4321292340846	2995.52250098326	2316.6492100397395	1053.9954874095383	691.8201631669006	910.5917633631087	1524.8849543048138	1707.7116019300022	3398.415263379363	3703.0514197762427	3111.159570459705	3566.5538032960117	3875.6254270502623	4927.54420346601	2056.3637610308756	2027.8117405517044	1976.4439152340456	1990.264518343333	1983.1205849901232	2070.25597146151	128.38358884465043	740.12519683779	374.0382696297224	74.33495137670577	190.8340101003814	60.58346554223425	64.55885423002017	139.72047538000305	25.395929433852825	65.83907367404107	112.07124494275755	92.92581122508535	561.2734351547837	259.76129147210384	0.0	274.78485505598513	146.68200837607333	514.837540759412	460.4861033314732	47.48583423180252	475.0780660729569	364.575746666573	160.41796273525438	1664.2385502587497	1293.0330821095556	1610.8190204759	1352.1207877872441	1921.7054361677156	1285.2109479257565	1341.7313620207526	1640.9274116475008	3446.292045179324	3461.7808329892646	423.5389786195145	578.8601735672167
el arish eg	1725.400589122281	2153.9134783875766	2201.5238313217533	2306.5234749197825	2242.3117439921043	2221.600557594533	1391.1846471075721	1332.875640300098	2516.7514799622854	2377.8688637597174	2718.7949180557107	2580.8386249045643	2257.3070144418216	2564.4654786534666	1853.5800299297437	1844.6630906930066	1113.810761284644	1677.820206477178	877.1737301353929	1771.4616692893544	1883.4111880811383	1458.9967101913476	483.3151034950763	2324.2000320154334	3441.362141797428	2334.5013877666606	2035.0701560991884	2105.780315187633	2157.265096123322	2042.8564340854914	929.7429501187414	1025.1015583933129	1341.05659464025	1078.7476808807348	1099.6782725194157	981.5890342312598	1269.6937945274287	1093.398296716141	1003.5358783308757	1036.8459499301157	1188.5110850188996	1148.0798546251744	221.03658825601872	211.82629836799077	208.60230982147652	240.48864118779747	434.63210746056393	344.9586056088901	413.6671366119826	307.9292877152382	63.437320811673224	642.9550007353779	354.4227407806532	483.7971713153946	520.667436593094	2896.913094386395	2481.2321627537103	3396.1501999408356	2749.3301415267388	2817.7587746992845	2638.27298472041	2540.135261570497	3227.824829259296	2574.1301807166187	1305.7607363669756	939.8228671909185	1152.6876290298367	1776.2363456627922	1955.5525740069752	3638.2919550766105	3951.2601745629167	3348.71087243522	3806.0888246005347	4127.051063305477	5199.0642955625635	2273.7648479094173	2256.032800161095	2206.850521185064	2225.6914126914653	2209.5083470349396	2311.3475234284497	372.8697490887368	784.8223376635269	505.94538005713	318.23528412115894	381.3268708825503	274.0691967978864	230.94916998439803	364.954897818664	270.83068919711246	279.01846364411733	178.89278522477954	282.6944304378413	611.838321890862	427.4754532315465	274.78485505598513	0.0	143.66822392931218	560.497289808482	432.799481316186	228.13861407208387	562.6820988840467	323.81015705070456	176.41138890070522	1725.27951413236	1036.8459499301157	1341.05659464025	1125.7536508093688	1672.2731600780548	1184.8236823733212	1231.5769334707622	1376.333551425728	3686.5706346289876	3693.3487815325366	152.93144848933255	314.81438582951614
port said eg	1867.8561319717253	2296.0725125026797	2344.4514576943834	2449.7296141441416	2385.7308374482363	2364.909902915248	1534.7877344116764	1476.4524994560381	2658.771173062919	2520.7093755432343	2861.2290526723177	2710.497314813913	2400.8927553350272	2707.247205608388	1995.3680912012098	1986.4182774473134	1203.961779958353	1773.4449126763936	1010.8342480561714	1864.8733901792646	1993.4293975845833	1594.8014689644144	609.2672047019107	2402.7027109113587	3513.711377406157	2426.3307823814184	2122.141631662487	2199.364991616443	2248.5320661800133	2137.929147172245	1061.8409684431988	1158.8698464306506	1483.7463854263287	1182.4129127548779	1213.426412227496	1118.5663490912975	1409.7822377408502	1234.9602483519245	1143.0813018539616	1146.3527381600043	1310.1376323874572	1286.028941101421	351.72875612323276	323.24850906834337	335.7149163617467	369.64390074401996	506.8665396088241	417.07668337801823	482.5459986114652	385.33075183422517	196.4997093401956	708.6086674132416	451.81197259752065	563.8375622412821	571.9850269544779	2758.015734446686	2343.1696141646044	3252.772409711814	2609.5639038519303	2678.134693119404	2499.611796248462	2398.926099055641	3087.4360406078154	2430.4647603356443	1162.195804030689	796.3277240593336	1009.8545458954113	1632.776878633138	1812.4236321648275	3496.531586569566	3808.298572807764	3207.324556445252	3664.406327164943	3983.7560247417155	5057.8051668736925	2136.436923964891	2116.2082022309605	2066.552147605324	2084.4364887525817	2070.0552746447693	2169.1684936831025	229.82144073605826	796.9204363612873	465.13952795033464	176.70078845248082	303.047869997933	169.62204536903374	91.1333431039869	267.7957004790405	135.68214916425808	176.09866584883818	100.35765729077698	139.02645973539452	617.2346893631793	364.0179084529564	146.68200837607333	143.66822392931218	0.0	566.866911071733	471.7533100196114	107.35086266342564	547.2893696141888	362.4022957159407	144.58819330056508	1735.6754986153023	1146.3527381600043	1483.7463854263287	1262.2909882500805	1814.773325356413	1271.6291557718357	1323.0026355375085	1519.9262713241724	3544.7469639970814	3553.1949908485876	282.2732884114848	433.60060675984425
qena eg	1784.1656697159158	2186.6745702544126	2257.329163657813	2371.144976579123	2320.773301291328	2294.1088490842535	1556.7470634211088	1505.4242463727994	2535.3323945906523	2425.176819979711	2744.3209153168914	2430.075887971685	2349.225551647578	2604.8504769954757	1888.2643711192852	1878.9406743943287	780.3147740972767	1337.792467493913	878.4451129256523	1418.1502980660584	1611.494360679943	1417.8104830945122	542.5092804626188	1901.7223734430622	2992.078339630825	1962.2761775970616	1648.5061490808337	1745.0429540605062	1785.6153406759536	1690.0405739896275	1300.629612473794	1376.520789193455	1554.2735344211812	1555.118690622553	1545.294618789471	1309.6167382647757	1539.1579388162547	1352.2006457667278	1301.4904036798039	1498.7325377776567	1599.2740960305916	1452.7678725918045	713.5428697594784	435.77939691640887	714.1612610089404	732.0068356004967	983.6745915617377	897.652396858061	965.4954627883368	859.5354991665469	606.9026433580378	1190.452347435853	885.5639658057372	1024.6707199262203	1077.8714974137608	3038.323110315434	2641.6396120490444	3426.04432849542	2880.516363427966	2949.8868260413224	2787.6151130376925	2650.530929526597	3340.958165839512	2588.5101053471963	1394.7055213177039	1074.6996105785424	1289.2787041568138	1843.388975244425	2031.9472432308705	3718.8630283464313	3993.560119850255	3441.249114770016	3886.476444224775	4152.633377501054	5074.5892983332715	2447.8824228604117	2397.3186267180836	2341.9563903621543	2343.153943488052	2357.6087013553106	2405.9743731091953	622.7287904685755	230.0612557680873	189.99581221134756	583.3481759246426	349.1256700695008	454.28370723402094	555.8728897064119	408.54340894673885	539.1866870976105	449.0527519778686	469.33684770205565	606.5508019878203	51.39263208445907	289.25240233462307	514.837540759412	560.497289808482	566.866911071733	0.0	161.48483847643254	504.5148955807328	85.11102683659794	244.736542310696	422.9338806702328	1170.2393552423546	1498.7325377776567	1554.2735344211812	1124.1019856801254	1735.132781810935	829.5338785555305	894.4042485387225	1544.117466781919	3765.0883660045956	3804.5432680021154	670.0491321853666	816.1128000854382
hurghada eg	1669.1549491574353	2080.176731221901	2146.2038435833765	2258.7360453468477	2205.2160661732937	2179.6493434075273	1419.8473682348904	1366.9340479809441	2433.8691738567873	2316.759517499917	2642.159877171223	2372.1481889855163	2231.063251204814	2498.7768294762313	1779.2826026363707	1769.973974223697	766.0393317887001	1336.4144657908241	759.7365156026588	1423.0768940014964	1586.9067593423401	1321.4654996227116	394.1572903549156	1940.0673679024483	3045.7601651312834	1978.7704873999476	1669.3869548843288	1755.5693175305505	1800.9314682079503	1696.9546382930346	1140.2276746552102	1217.3407514635558	1410.1859025351093	1394.7637040854802	1383.896376482663	1151.6319240795826	1387.881446225777	1200.7571157023758	1145.8042035500303	1337.7827278462123	1438.0811466055313	1297.4224787130668	562.0125106174886	280.2089680112934	564.5591001373461	579.7242572905557	839.6511335620322	756.4884978858149	823.0720163675538	718.2986345607243	470.6389120342857	1044.082137010317	736.8698524126982	877.0357243122588	938.3953466445101	3078.239386249111	2674.513067615179	3497.230189388378	2922.69524766973	2992.076534433163	2824.2976652650514	2697.4642372393473	3389.761076617609	2660.6025497650435	1436.2391157207212	1096.061271576844	1315.568709140015	1896.6137612911373	2084.3339366292766	3777.550061845833	4062.955506446759	3495.970797188945	3945.614922882931	4226.648191210564	5185.403938808018	2475.827436121784	2434.332848283239	2380.3783032581014	2386.493705855867	2392.467351324513	2455.9459494953044	583.6472413099793	359.34627110648853	262.11953315589875	534.4220996902901	343.0749062474529	402.69665119157395	485.11578209247097	392.83175446365016	481.5363370268647	399.3238788356479	384.93462515465745	544.2524385470012	205.68594469869475	307.9854079868534	460.4861033314732	432.799481316186	471.7533100196114	161.48483847643254	0.0	436.3475959623644	216.462423535731	110.90541773663993	330.19240064222964	1294.5962226783197	1337.7827278462123	1410.1859025351093	1013.0516345851902	1618.8362996374706	826.3557662230205	884.7466629890915	1406.745176781888	3824.4385640455293	3855.1358315913108	524.3070385432605	663.0775536713822
zagazig eg	1928.3206508338494	2354.7624786283154	2406.792045629746	2513.765699253793	2451.5610523878695	2429.79276665936	1608.2684542679428	1550.4071943110573	2716.5830516340184	2582.4227804998172	2920.6800278362307	2740.5657138738816	2468.7258097838935	2768.512873446237	2052.942454005852	2043.8826294414982	1193.120549419261	1764.5794894876358	1052.6248194100697	1853.540059599362	1998.872830152146	1637.8712562581413	645.09041494275	2376.4097281817417	3480.602650038012	2411.9818858045837	2104.096840640727	2187.2107105007426	2234.0507723564315	2127.3716229401407	1157.4920122144383	1253.1566329446423	1563.3334724199406	1288.6846592043514	1317.709759578448	1209.5755986585687	1496.1372654339848	1318.2754912479832	1230.515702529552	1251.5962300097635	1411.8400023014658	1375.775465269975	447.3616821829985	357.7032781933227	433.1021288975932	466.2331976614467	614.1221870659222	524.4135385295643	589.7134321436838	492.6302987925496	288.8618381833125	815.1256537016084	557.9324602686233	671.1884226411958	677.2468851322551	2714.3195721949296	2302.159650026065	3190.1037287975882	2563.5108997441325	2632.4399742646183	2456.8262177646952	2348.2941474272466	3039.0480331353697	2363.1637244128883	1099.5848002239914	736.5689544754262	954.7155775992142	1570.5899073971775	1753.0231145178388	3442.96678763105	3748.632315893943	3155.386711948393	3611.0767295963315	3921.578456256322	4975.025555936849	2097.5842895227916	2070.5743360899846	2019.4965014729275	2034.014060910854	2025.6089679744832	2114.781482539186	168.22097515439523	732.700432712996	378.33826641166553	110.78602483751976	203.58761110214468	65.26594204810473	51.37158221068851	162.21138692133187	53.15765466685507	72.01567444969899	67.20743635082152	108.03454689151582	552.6970328123845	269.19150360351455	47.48583423180252	228.13861407208387	107.35086266342564	504.5148955807328	436.3475959623644	0.0	472.1384649000521	335.39082905090214	120.31001265526996	1663.6954744716015	1251.5962300097635	1563.3334724199406	1307.99192853461	1875.5153176514489	1257.1958766087103	1312.4402281667938	1593.5927060430506	3490.8981459991983	3505.2664319788205	378.0651880083995	534.9809397384415
girga eg	1865.4141172327	2269.5806571200396	2339.4781208568043	2453.0783159071802	2402.0574990786918	2375.618366730272	1630.9634205837374	1578.8739315574994	2618.9857090074765	2507.827553739395	2827.9167608084686	2514.611373648088	2429.9292679204113	2687.8959734961777	1970.6944066546412	1961.3703970185934	861.4427816948703	1415.0185364733254	958.1397449762259	1493.795985067094	1692.6601619538221	1501.7597691391015	609.417525094838	1966.7671555647698	3050.0955883338625	2034.092008883224	1719.5365692988073	1818.759615619832	1857.9941154799133	1764.7533027234165	1352.0615268024067	1431.1612919507697	1624.7026696095104	1590.3637919083992	1586.6419064329	1366.6260581752717	1604.2722217973712	1417.1499090656878	1361.9088266832712	1536.719721529463	1646.865472658094	1513.5888408426251	735.4412641556388	467.92439471454975	733.6622750695366	754.6877692848169	994.3990185927543	906.1365350254251	974.6862879961831	868.4470508563604	614.8641336267287	1202.5759955299234	902.2885595249959	1039.1579462446534	1083.3471260590804	2956.8279002751583	2561.489527255062	3341.1933109716683	2798.708663513636	2868.0588759756847	2706.7309858976946	2568.0885712214294	3258.114008748452	2503.667821157927	1313.8875011765956	998.9680414716321	1211.7627082592453	1760.4030819868017	1948.9836630536086	3634.871338922072	3908.772350423147	3357.687058328668	3802.4286438232107	4067.6458769121623	4991.798140421644	2368.7759474400345	2316.5299781556323	2260.950112166145	2261.3460994224133	2277.222862134794	2323.1910619751757	572.7705511569718	268.9178645950585	116.86178429205849	538.8665312397237	295.20915253510157	415.6376985172284	523.0726961795124	355.38614187924674	500.22934584854806	409.7393006740724	447.2081290361848	567.983021858114	103.5898266348405	229.04441479345473	475.0780660729569	562.6820988840467	547.2893696141888	85.11102683659794	216.462423535731	472.1384649000521	0.0	270.4056036261338	407.89644576169985	1191.6249903146143	1536.719721529463	1624.7026696095104	1205.7544956516608	1816.0835925539902	908.5827615976078	974.3751915565894	1618.111764223816	3681.0316905998534	3721.4090596890287	685.8250736908635	839.030758626742
el tor eg	1690.9664390378364	2108.5434481741754	2170.1291362265997	2281.1552299711366	2224.7124648252097	2200.2893686195484	1417.842220915793	1363.0322752048692	2465.7767905749015	2342.7711525596687	2673.0544300410033	2435.4670607125836	2247.8837642165663	2526.5123565366	1806.3879948520228	1797.1292886512597	858.2007153155915	1429.6802983760745	786.0561672013523	1518.268530679561	1669.8536610808403	1361.8488313444761	391.62411936829125	2044.0241922848672	3152.4111039242243	2076.6147858024947	1769.0673363185936	1851.84801393476	1898.6815289642839	1792.1322694214998	1089.253854514749	1171.7909450136972	1397.7087896896965	1319.9736252347466	1317.0246369832726	1110.7687519321353	1362.699180585237	1176.2415208220539	1111.7735835968751	1266.4281555968732	1380.2588400739755	1263.4632659487027	469.4558589560955	197.5668501568781	469.5883266249272	488.1749981622574	739.5275880245679	654.3048417134748	721.786562089295	616.120532540991	365.09308921985104	945.915629696622	640.8358659074684	779.9634088175882	835.3556356651354	3012.041772471281	2604.942768763816	3450.181407276323	2858.0087362711465	2927.300095293336	2756.615215669682	2635.9298898770653	3328.402273539642	2615.4061711809377	1375.4403340085682	1026.2121085793792	1246.726294726232	1840.8950975120194	2027.4917456413566	3721.9148107143014	4014.1212207061026	3438.11949335599	3890.1149092099577	4180.871881906953	5168.492947411417	2403.919188741762	2367.5010701166934	2314.457198912886	2323.4145813183777	2324.5049372003505	2396.7029163047528	491.29971897946956	462.3279082064502	267.7874305646271	438.8922594095524	281.7439402962254	310.2596582240638	382.1458006266862	320.77841093951906	383.629659990996	307.9688218826315	279.4142421785625	443.25044886467924	294.8994202546056	268.10528950824227	364.575746666573	323.81015705070456	362.4022957159407	244.736542310696	110.90541773663993	335.39082905090214	270.4056036261338	0.0	223.32434646679314	1401.6605695266971	1266.4281555968732	1397.7087896896965	1043.2451566136247	1639.5957549626198	921.8227875671313	977.4745997247826	1404.167789276271	3769.1830787717627	3794.398151974085	425.38600760817144	572.461310831427
suez eg	1819.2320009992773	2244.3358167793053	2298.4109491629724	2406.362063509479	2345.3726752619223	2322.9922091757026	1509.015937698333	1451.6993707276936	2605.495062822727	2473.5567933923962	2810.3669650763363	2620.922795683515	2363.9140031467514	2659.2852376849314	1942.1442600069868	1933.0343675191978	1077.1380722216531	1648.3223415663438	936.4734172670044	1738.0925507113036	1879.5080390345838	1521.3959459400737	528.36913947082	2267.3225559805087	3375.3928143777503	2297.7443883649844	1991.196889836989	2072.1443190630725	2119.8165507221006	2011.7614678263158	1089.0234629647755	1181.5382683762398	1470.07194080563	1254.2889004291812	1272.388553545339	1132.500059356521	1411.106671928294	1229.9924404523165	1147.9673607444543	1211.1031016620407	1356.8850795270428	1295.9877869923387	390.800291972303	244.08073692865278	381.00572059715813	410.81930847908825	606.6414648391057	516.105312203832	584.4826417420734	480.20495928317604	238.7523296230761	814.0856425791895	530.6884870403413	658.0673459044107	685.7965303313327	2832.235122867249	2420.757164360552	3300.6431148142256	2680.8591491008724	2749.867299066017	2575.0097146228964	2464.3328858841073	3155.610863739331	2471.39275055027	1211.89802805746	851.1800995377135	1070.4334899461621	1682.3708376181655	1865.9575431725395	3557.6450057589204	3860.566440714325	3270.738038822875	3725.811550687378	4032.1805086884483	5069.2575119323055	2216.6298624804604	2188.1823449212748	2136.7459596809763	2150.2516645912674	2143.5280979664994	2229.5801022672595	287.52124545540227	652.8884735741192	336.4168053448564	230.6869508069311	206.22665883732324	125.78964765455272	161.51620249377768	198.4826048415358	172.96449957603042	127.90282022750317	56.90869558461998	224.5449227839874	473.57948370389954	251.29904189602598	160.41796273525438	176.41138890070522	144.58819330056508	422.9338806702328	330.19240064222964	120.31001265526996	407.89644576169985	223.32434646679314	0.0	1592.6444963024683	1211.1031016620407	1470.07194080563	1192.7623633425437	1766.64459476752	1142.4826512137074	1196.464113881221	1494.5343184626568	3605.4552802300427	3621.883161443893	325.8557547914269	488.9472762675535
khartoum sd	2211.7317716586026	2482.511553331879	2582.7706757300466	2693.893776599363	2676.8176150488425	2643.7205083177582	2205.095256599403	2175.951770475127	2745.827441626302	2707.269684853635	2938.883656869472	2308.9289789692216	2725.045782209014	2847.136785028034	2249.6862224572355	2241.8145292194135	1015.1171574463744	1100.7956375947306	1565.8060030197978	1098.6726477471793	1424.4989443428142	1787.1527516733854	1504.3674022700782	1180.103668573491	2055.1625625756983	1383.4347145279548	1122.863739460067	1264.5374457528394	1258.8132733529258	1252.4587751433867	2252.9706219441537	2295.7708729787423	2269.4670333557906	2595.462909446693	2550.439345740618	2214.7131866632526	2331.752580602455	2169.7650674704314	2175.059454028986	2526.4851086149392	2558.0106673365904	2305.0074430915383	1844.1137305188154	1563.6615394209327	1850.0293656645629	1859.796470786205	2129.1631351881215	2048.9092991974976	2114.21704737741	2010.8576835175513	1765.2349532733479	2328.7765948567817	2021.0146179737897	2161.217550497401	2231.1535306764104	3738.841770473398	3399.9578075253776	3914.919196255602	3577.0473930888197	3642.6022797979945	3518.4212452043485	3334.816493463564	3976.5544404403636	3126.641648748512	2223.6950108777946	2021.9423633728152	2190.985282296654	2562.516745632125	2735.828193915705	4276.562082188957	4467.8108986487205	4036.499765932923	4434.155071430804	4587.418668933674	5163.429732855668	3241.3826699137653	3150.1748563317565	3091.6261394794606	3067.7899426049694	3123.7618338716225	3090.7248974756417	1749.154892410648	941.4941722456917	1290.875400221754	1723.3534184516964	1476.8415111953675	1605.9010634445704	1714.492922372582	1535.0203861595196	1689.5951004711596	1599.7775507118286	1636.6351017818674	1756.9879055484485	1119.2492429929757	1407.3251394729552	1664.2385502587497	1725.27951413236	1735.6754986153023	1170.2393552423546	1294.5962226783197	1663.6954744716015	1191.6249903146143	1401.6605695266971	1592.6444963024683	0.0	2526.4851086149392	2269.4670333557906	1679.7178990433392	2181.6025643431735	963.467032738666	1004.0465761927394	2198.6284300903844	4316.514073992372	4409.3046199153	1815.0049753334001	1939.1599576249343
mosul iq	1328.0549794563285	1703.6524221617503	1700.4790388390522	1772.3946912272654	1693.2754459066546	1686.7356354812855	908.9576133926605	865.2337457827539	2035.3805802148236	1864.2365839501122	2200.7340425517655	2400.8256457486923	1681.633378665848	2038.1707354559026	1465.8543632245223	1460.0335940197733	1605.039783129727	2009.5947946069539	1048.0582732128669	2106.9147956614497	2048.3116053437357	1342.9443194689215	1026.926308988281	2712.656312839304	3805.6796067003647	2616.384184779469	2387.0993144856475	2396.4672070953848	2461.8120310958066	2328.12735243563	324.2030522252168	357.0947031237345	782.4354100233777	77.52182015979335	83.48196185261357	422.37692929878284	622.8735358062369	593.9487141706958	494.8732219686224	0.0	228.6788906555574	494.5889847129366	821.3552484929091	1068.862313639536	830.1399293776295	801.2272795620157	667.8182294601191	745.6277206368555	693.6415942085142	769.5514256571726	973.4860919283983	533.5273960879133	695.1020432549611	605.6578992055202	666.833943834261	3558.0790758375865	3143.96104539747	4172.599095302662	3432.9728970342226	3496.0470359234773	3304.848675838413	3263.2769047865386	3909.6416781333637	3400.9112073601837	2165.9604660288255	1822.7633224797298	1994.374040719319	2604.6244535468286	2759.4459136853275	4345.256839877026	4695.211016503895	4051.8818270168317	4507.279025735716	4885.896919459797	6093.533334041128	2934.5485829004165	2961.4349529389083	2923.9951625123213	2962.662268318357	2910.1503826444678	3068.5237578865017	1348.1525666050848	1673.8276096859602	1516.10566271526	1308.9735922768132	1417.2896213396425	1306.8507716598792	1233.9391573669016	1401.0177641226205	1280.3335931786953	1312.4198592010214	1213.9661123629585	1258.6063019045152	1543.1693074577427	1457.7192367395717	1293.0330821095556	1036.8459499301157	1146.3527381600043	1498.7325377776567	1337.7827278462123	1251.5962300097635	1536.719721529463	1266.4281555968732	1211.1031016620407	2526.4851086149392	0.0	782.4354100233777	1113.1799791114595	1283.7156398203476	1680.14302509104	1684.207615156777	896.6465713236829	4394.388269125212	4357.880465177718	885.2661793302865	722.2591001728065
basra iq	545.8617819643514	932.0939180768617	942.805223229939	1028.9971924884371	954.3096831438511	941.4116996862019	133.3001442264633	113.40522552525147	1278.738987610982	1114.974462568693	1459.7490268293323	1623.7963562965042	955.3871734960769	1297.4442964088328	683.4332493836188	677.5988246694749	1254.9294344958423	1462.0941773300246	729.0426012404714	1548.3648311599738	1400.9214017642655	657.8591131472014	1016.0728052413202	2128.5634014584207	3160.736730049504	1981.3525133725957	1807.9260856235069	1782.11942351468	1849.623539873233	1716.763744984832	535.9143803762696	449.59484846147575	0.0	847.0488344419929	723.8463555070884	428.5432718007308	162.80666385000868	257.7805260931757	371.0532545097499	782.4354100233777	603.2881576907141	291.23522404940735	1143.274674806323	1238.9978287649617	1162.6834887830378	1128.9915936729203	1189.1454746598406	1221.3452450281613	1207.9657050199517	1221.6129057905994	1288.3373774020017	1174.4985880824672	1136.1874067668687	1141.366860988641	1253.4929220092713	4171.629892336367	3752.6939318513405	4720.105819197087	4033.482459618336	4100.003430968255	3913.2655519237187	3839.847306100379	4514.800278884008	3907.6573275797896	2638.3836126957285	2273.008007895546	2478.042519019403	3105.434374400421	3279.327900587069	4938.576098739235	5266.924939129671	4645.833502423586	5104.805156297732	5448.21533300596	6538.1703904793385	3541.780886282209	3545.2024358892704	3500.6731501808185	3528.0981631513027	3495.963716268469	3622.452799810752	1713.5624488743201	1635.8789340528415	1661.5856189980855	1659.2881319497485	1649.994825121649	1594.1136838881912	1571.9609126232917	1663.2247132575417	1610.3213701152956	1597.082670013881	1502.5447657228021	1621.949524630431	1580.1715605374359	1658.5226068940908	1610.8190204759	1341.05659464025	1483.7463854263287	1554.2735344211812	1410.1859025351093	1563.3334724199406	1624.7026696095104	1397.7087896896965	1470.07194080563	2269.4670333557906	782.4354100233777	0.0	595.1243128241551	502.7733152454464	1311.838258456076	1283.4869836850335	124.67307442995107	4987.445660060222	4975.185422649048	1209.173498898497	1093.984879558765
